bug	G79886	G79887	G79888	G79889	G79890	G79893	G79894	G79897	G79899	G79902	G79903	G79904	G79905	G79906	G79907	G79908	G79909	G79910	G79911	G79913	G79914	G79915	G79916	G79917	G79919	G79920	G79921	G79922	G79923	G79924	G79926	G79927	G79929	G79930	G79931	G79933	G79934	G79935	G79936	G79937	G79938	G79940	G79941	G79946	G79947	G79948	G79949	G79950	G79951	G79953	G79955	G79956	G79957	G79960	G79961	G79962	G79963	G79964	G79965	G79966	G79967	G79968	G79969	G79970	G79971	G79972	G79973	G79974	G79975	G79976	G79979	G79980	G79981	G79983	G79985	G79986	G79987	G79988	G79989	G79994	G79995	G79996	G79998	G79999	G80000	G80001	G80002	G80003	G80004	G80005	G80008	G80011	G80015	G80016	G80019	G80020	G80022	G80024	G80025	G80027	G80028	G80030	G80031	G80032	G80036	G80037	G80038	G80040	G80041	G80042	G80043	G80046	G80049	G80050	G80051	G80053	G80054	G80055	G80058	G80059	G80060	G80062	G80065	G80066	G80067	G80068	G80069	G80070	G95634	G95635	G95636	G95637	G95638	G95639	G95640	G95641	G95642	G95643	G95644	G95645	G95646	G95647	G95648	G95649	G95650	G95651	G95652	G95653	G95654	G95655	G95656	G95657	G95658	G95659	G95660	G95661	G95662	G95663	G95664	G95666	G95667	G95668	G95669	G95672	G95673	G95674	G95676	G95677	G95678	G95679	G95680	G95681	G95682	G95683	G95684	G95685	G95686	G95687	G95688	G95689	G95690	G95691	G95692	G95693	G95695	G95696	G95697	G95698	G95699	G95700	G95701	G95703	G95704	G95705	G95706	G95707	G95708	G95709	G95711	G95713	G95714	G95715	G95717	G95719	G95720	G95721	G95723	G95725	G95726	G95728	G95729	G95730	G95731	G95732	G95733	G95734	G95735	G95736	G95737	G95739	G95740	G95741	G95742	G95743	G95745	G95746	G95747	G95748	G95749	G95750	G95751	G95752	G95753	G95754	G95755	G95756	G95757	G95758	G95759	G95760	G95761	G95762	G95763	G95764	G95765	G95766	G95768	G95769	G95770	G95771	G95772	G95773	G95774	G95775	G95776	G95777	G95778	G95779	G95780	G95781	G95782	G95784	G95785	G95786	G95787	G95788	G95789	G95790	G95791	G95792	G95793	G95795	G95796	G95797	G95799	G95801	G95802	G95803	G95804	G95805	G95806	G95807	G95808	G95809	G95810	G95811	G95812	G95813	G95814	G95815	G95816	G95817	G95818	G95819	G95820	G95821	G95822	G95823	G95824	G95825
s__Lachnospiraceae_bacterium_4_1_37FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.289001e-4	0.0021924	4.309565e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.043942e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lachnospiraceae_bacterium_5_1_57FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.701754e-6	1.092368e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15152e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.005001e-4	0	0	0	0	0	4.30855e-4	4.38054e-4	5.462243e-4	0	5.656952e-4	9.922022e-5	0	0	0	0	0	0	0	0.0011847	5.541e-4	0	0	0	0	0	0	0	0	0	0	0	5.172678e-5	0	8.720443e-5	0	0	3.779746e-4	0	6.471151e-5	0	0	0	2.962e-4	4.29755e-4	0	0	4.600904e-6	0	0	0	8.73e-5	0	0	0	2.07e-5	6.069351e-5	0	0	0	0	0	0	0	0	2.200422e-5	0	0	0	2.908999e-4	9.118342e-4	1.433881e-4	0	0	1.252e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086336e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.690347e-5	0	0	0	0	1.256482e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.602829e-4	0	0	0	0	0	2.680977e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.465281e-5	0	0	0	0	0	0	0	0	0	0	1.364073e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.770001e-5	0	0	0	0	0	0	0	0	0	0
s__Lachnospiraceae_bacterium_5_1_63FAA	0	6.849998e-5	6.977741e-4	0	8.206997e-6	2.577267e-4	4.460105e-4	4.878208e-4	5.904884e-4	1.009446e-4	0	0	2.589999e-5	0.0032603	3.050001e-5	0.001140207	0	0	2.244e-4	3.538e-4	0	4.621422e-5	1.496504e-4	0	0	1.905515e-4	0	1.055e-4	0	5.022001e-4	0	6.099999e-6	3.573036e-4	0	0	1.09e-5	1.500677e-5	0	3.34e-5	1.703425e-5	0	0.0012155	5.127001e-4	9.708002e-4	3.120384e-4	0	0	2.031497e-5	0.001175	2.389e-4	0	0	0.0017968	0	3.695238e-4	5.207674e-6	0	2.191508e-4	1.599999e-5	0	2.894106e-5	3.600346e-5	2.346389e-4	3.472432e-4	8.456375e-4	2.725001e-4	0.002072142	6.23584e-4	1.045759e-4	0	3.237998e-4	2.79e-5	0	1.21e-5	2.334177e-4	0	2.631e-4	0	8.85e-5	0	1.81e-5	1.995497e-4	0	6.21335e-4	0	1.432552e-4	0	0	0	5.577e-4	0	0.0010683	9.95e-5	6.739869e-5	0	2.654472e-4	0	0.0015577	0	0	0	3.492009e-4	0	2.478487e-4	0	0	9.26063e-5	0	0	1.064e-4	0	1.898e-4	7.386484e-5	5.539998e-5	0	0	0	1.345e-4	0.001183032	0.00136683	1.23e-4	0	4.314081e-4	0	4.638e-4	1.135e-4	3.340125e-5	1.793637e-4	0.003224	6.409129e-4	0	3.158536e-4	0	0	4.731613e-5	0	6.776615e-4	0	0	0	4.881e-4	0.0012265	0	5.168e-4	0	5.234001e-4	1.34e-5	0	0	0.0015857	1.782552e-4	3.250172e-5	1.58011e-5	0	0	0.0047375	1.262278e-4	0	0	0	0	0.005378317	0	2.394907e-4	8.404998e-4	1.350164e-5	0	6.868409e-4	4.274281e-4	4.57204e-5	0	7.23e-5	0	0	7.548433e-4	0	0.005797805	5.833417e-4	0	3.452677e-5	0	0	0	2.655832e-5	5.692998e-4	0	2.458691e-4	0	0	6.41882e-4	0	0	1.303824e-5	0	0	0.002986443	6.782122e-4	0	0.00477553	0	7.799164e-5	0	2.245e-4	0	0	0	0	0	1.163e-4	2.151e-4	1.61e-5	2.425183e-4	0	0	8.800742e-5	2.263033e-5	1.910394e-5	1.119e-4	5.829998e-5	0.0010518	1.752999e-4	1.054171e-4	0.0010294	0	3.208999e-4	0	3.223e-4	0.001592224	0	2.549e-4	0.0010198	8.946178e-5	0	0	0	0	0	0.001131804	4.373155e-4	3.126162e-4	0	0	2.891164e-4	0	3.960001e-5	0	0	0	0.001989413	7.812953e-4	3.800039e-4	0	2.597139e-4	1.990644e-4	4.929999e-5	5.523534e-4	0	0	0	0.001141253	1.935e-4	5.572e-4	0	4.931425e-6	0	6.770001e-5	7.982998e-4	0	0	0	5.409999e-5	0	0	2.136e-4	0.001178419	2.543178e-5	0	6.370167e-5	0	0	1.936e-4	6.24301e-5	8.584114e-4	4.777998e-4	0	0	3.977572e-4	0	0	6.300001e-6	1.758e-4	0	6.446001e-4	0.003378861	0.004197299	8.13843e-4	0.0014326	0	0.002694262	5.265659e-4
s__Lachnospiraceae_bacterium_6_1_63FAA	1.99218e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.20325e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.060136e-5	2.750001e-4	0.001471664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002411905	0	0	0	0	0	0	0	0	0	0	0	3.770671e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.073206e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001768706	0	0	0	2.060001e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	7.30055e-6	0	0	0	6.108187e-5	0.002223358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.500935e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.970001e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lachnospiraceae_bacterium_7_1_58FAA	0	1.034e-4	0	5.889998e-5	0.001758499	0	3.04512e-4	0	0	0	3.081608e-5	0	0.0011001	0	0.0011906	0	4.94e-5	0.00115022	0	1.452e-4	0	9.322868e-5	0.004685778	0	2.719999e-5	0	9.781933e-5	9.5e-6	0	1.29e-4	2.144e-4	0.0012965	0	0.0016697	0	7.837002e-4	0.001478167	0	0.0032485	8.728792e-5	0	0	1.39e-5	1.049e-4	9.481166e-5	6.753897e-4	0	0.001552944	6.040001e-5	9.025e-4	0.0018437	0.001726099	0	2.08631e-4	0	0	0	4.512816e-4	4.889998e-4	0	0.001433734	1.447139e-4	8.42999e-4	0	0.004903718	0.002433301	0	0.005253059	1.560132e-4	0	3.626998e-4	0.0013809	0.003492286	0.005648501	2.582195e-4	0.002690699	0	0.0031768	0.0036919	0	0.0022641	2.473616e-4	0	0	0	7.640979e-5	1.855042e-4	1.291e-4	0	0	0.001523877	3.432e-4	1.511e-4	0	0.0021493	9.697725e-4	5.549001e-4	6.154e-4	4.059915e-4	5.092001e-4	0	0	7.278001e-4	0	7.753999e-4	5.501333e-4	2.269154e-4	0.0010078	5.592999e-4	9.737e-4	9.340371e-4	0.0013315	0	3.010999e-4	0	2.249e-4	5.991e-4	0.0011511	4.812536e-4	0.001612241	0.001887499	3.436659e-4	5.987112e-4	5.747002e-4	0	1.541e-4	0	7.871444e-4	7.31e-5	0	3.756e-4	0.001992012	7.224691e-4	3.332e-4	2.706923e-4	1.684151e-4	2.986098e-5	0	3.414859e-4	6.048999e-4	0.0017835	0.001523	0	6.01e-5	0.002871312	3.100001e-5	5.787001e-4	2.708484e-4	1.32e-4	1.8e-5	3.002929e-4	4.196222e-4	9.406652e-4	9.497999e-4	0	0	0	2.038208e-4	1.255e-4	2.037045e-4	0.0012547	6.050244e-4	0	0	0	0	7.869999e-4	8.18768e-4	1.548946e-5	0.002047993	6.453e-4	0.0011987	4.566657e-4	2.22e-4	2.311443e-4	0.001189986	6.873877e-5	1.224422e-4	0	0.001136666	0	0.00130906	0	3.829669e-4	0	7.479999e-5	1.283626e-4	0.002484652	0	0	0.001508282	0	0	0	0	0	4.284709e-4	2.919001e-4	0	0	0	1.571071e-4	2.549e-4	5.206638e-4	0	0	0	4.405043e-5	0.0010803	8.23e-5	0.0016116	3.9803e-4	2.39e-4	1.140841e-5	0.002390101	0.00147748	2.151443e-4	8.440001e-4	1.833999e-4	3.413e-4	0.0010649	0	2.158e-4	9.492119e-4	2.923999e-4	0.004374419	4.206e-4	6.715633e-4	8.758573e-5	0.0028239	0.0013449	0.002349977	9.829572e-4	0	0	1.227e-4	0	9.452206e-4	3.462914e-4	1.960764e-4	4.871072e-5	0.002140568	8.165761e-4	3.428593e-4	0.0014632	0	4.120652e-5	0	1.942208e-4	5.475005e-5	8.222214e-4	5.303302e-5	0.001814697	0.001367142	1.384e-4	4.666921e-4	4.049835e-4	4.848207e-4	1.017378e-4	2.899421e-4	1.917e-4	9.049e-4	4.377178e-4	9.701823e-5	3.212853e-4	4.229e-4	0.0015357	6.083446e-4	7.610003e-5	3.684658e-4	0	0.003640864	0.00237527	5.368999e-4	8.983826e-4	0	0	5.861154e-4	0.002481	1.784048e-4	4.976e-4	0.002431776	0.009723192	2.896999e-4	2.298829e-5	0	5.332342e-4	6.045999e-4	0	2.31e-5	0.0011485	9.36231e-5	0.0016614	1.086341e-4	7.769998e-5	1.140275e-4	0	0.003363456	0	0
s__Lachnospiraceae_bacterium_8_1_57FAA	5.639403e-4	0.0015729	5.210553e-4	0	0	0	0	0.002789025	0	0.001344094	0	0	0	0.0034095	0	9.264306e-4	0	0.003936968	0	0	0	0	0	0.004870667	3.489999e-4	5.756327e-4	1.218241e-4	1.456e-4	0	0	0	0	0	0	0	0	0	0.0029635	0	0	0	0.005503702	8.467001e-4	0.00036770010000000003	0.002246076	0	0	0	0	0.0014301	1.572e-4	0	0	5.975889e-4	6.358056e-4	0.003191403	0	9.225865e-4	0	0	0	0.002783668	0	0	0	0.001270601	0.02156833	0	0	0	0	0	0	0	0.002148363	0	0	0	0	0	4.048e-4	3.081768e-4	0	0.04446759	0	0	0	3.307e-4	0	0	6.682339e-4	0	0	0	0.0026499	0	3.176001e-4	0	0.004944786	0	0	6.662833e-4	0	0	6.775999e-4	3.020928e-4	1.950133e-4	1.256e-4	1.27e-4	0	0	0	0	0	0	4.626001e-4	0.0015498	0	6.079677e-4	0	0	0	1.997037e-4	0	0	0	9.780367e-5	0	0	0	0	0	1.155189e-4	0	0	0	0	0	0	3.396999e-4	0	0	0	0	0	3.113001e-4	0.0010013	9.553235e-4	1.156e-4	0	0	6.079322e-4	0	0	0.002162479	0.0044969	5.959313e-4	0	2.514e-4	0	6.732001e-4	0.004949399	0	0	0	0.003736783	0	0	8.557674e-4	0	0	0	7.772542e-4	0.0010495	0	6.308651e-4	0	0	0	0.002985408	0	0	0	0.001476622	0	0	9.026592e-4	0.001099715	0	0	0	0	0	0	0	0	0	0	0.001402339	0	0	4.035319e-4	0	9.290338e-5	0	0	0	4.202046e-4	0	0	0	2.108159e-4	1.881e-4	0	0.00224989	0	0.006248187	0	0	0	0	0	0	6.596762e-4	0.004941199	0	0.0016986	0	0	0	8.502001e-4	0	0	0	0	2.872e-4	0	5.974738e-4	0.001057979	0	0.004621379	0	0.00217984	0	0	0	0.002181245	0	3.232346e-4	0	3.689661e-4	0	0	0	0	7.333733e-5	0.003281318	2.913124e-4	8.992177e-4	0	0	1.741e-4	0	0	0.003733837	6.705001e-4	0	6.910507e-4	6.704003e-4	0	0	8.564363e-4	1.157847e-4	0.0010943	2.318797e-4	1.354016e-4	0	0	0	0	0	0	0	0	1.414433e-4	0	2.921223e-4	0	0	7.162001e-4	0.0012746	0	8.607001e-4	0.004666665	0	0	0	0	0	0
s__Lachnospiraceae_bacterium_9_1_43BFAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.802793e-5	0	0	0	0	0	0	0	1.877083e-4	8.600004e-6	7.308341e-4	0	0	1.054e-4	0	0	0	0	0	0	0	1.66e-5	0	0	0	0	0	0.002225856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.100002e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.51226e-5	0	0	0	0	0	0	0	0	0	0	0	0	1.10034e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.021077e-4	0	0	0	0	2.761569e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Roseburia_hominis	0	5.675998e-4	5.700605e-6	0	0	0	0.001237461	0	0.03924097	0	0.002098695	0	0	0	0.007462201	0	4.268e-4	5.400093e-5	0	4.127e-4	1.024955e-4	0.001566082	0.001464093	0.004036674	1.448e-4	0	3.704732e-4	0	4.665386e-4	0.0020343	9.369e-4	0	7.590563e-4	0	0	6.136001e-4	0	0	0	0	5.068683e-4	0	3.135e-4	0	5.100627e-5	0	0.003066904	2.61993e-4	3.66e-5	0.0182264	0	4.831161e-5	0	8.635284e-4	0	0	0	0	0.004307798	0	0	7.973767e-4	0.007044169	0.003667567	0	0.005679803	0.07669026	0	0.007863104	0	0	0	0	2.19e-5	0.007220847	0.03623069	2.851e-4	0	7.986e-4	0	8.037001e-4	0	6.760001e-5	0.002650795	0	0.001230019	0.0052709	8.41e-5	0	0	0.01556819	1.263e-4	0	2.266944e-4	0	0.07665594	8.093002e-4	2.386e-4	2.613163e-4	0	0.004708302	0.008121372	0.008826202	0	1.297e-4	8.855585e-4	0.004272091	0.0106278	0	0.0027349	3.185126e-4	8.620002e-5	0	8.393997e-4	0	1.719e-4	0.0045415	6.805e-4	0.01117094	0	4.381999e-4	0.008038343	0.002047338	0.001696001	0	0	0	0.006905244	0.0025212	0	0.0105682	0	0.002432109	8.488001e-4	0.001089371	0.001156777	0	0	8.407507e-4	0.0011605	0.001059	0.0135206	0	0.003695	0	0.004726201	6.656001e-4	1.640899e-4	0.0016505	9.703999e-4	0.005033457	0.001119359	0.001206384	0	0	5.736e-4	3.646803e-4	0	0.0014263	0	0	0.004794093	0	0	5.314999e-4	0	0.0014916	0.0012779620000000001	2.497549e-4	0.008091308	7.422e-4	1.257e-4	0	0.0018136	0.02145937	0	2.995046e-4	8.585086e-4	0	0.001669163	1.095156e-4	4.207263e-4	0	0.001907739	0.0010117	6.929999e-5	1.22633e-4	0	0.006854802	6.510832e-4	0	0.009364885	0	0	0	5.006274e-5	0.004404228	0	0.01110715	0	0.003965544	0	0.0098673	1.955019e-4	0	0.0259331	0.0167542	9.439378e-5	2.832001e-4	1.148e-4	0.0018193	0.002468286	9.604999e-4	0	5.362452e-4	5.720667e-4	9.391935e-5	0.002901	0.0012689	8.576999e-4	4.668998e-4	7.257058e-4	2.214e-4	0.001093579	0.006137599	0	5.426999e-4	9.431697e-4	0	0.0029186	1.473e-4	0	0	0.008875648	0.001089512	6.314e-4	0	8.175101e-5	0.002707915	3.915496e-4	0.003494491	0.002462866	9.829157e-4	9.864863e-4	0.0011781	0.001412352	0	0	2.139229e-4	1.918265e-4	0.001638623	8.885533e-5	0.004560144	0.001713955	2.099999e-4	1.157639e-4	0	0.01033164	2.423282e-5	0.001139351	6.07e-5	0.0076752	0.00393986	0.002217631	8.347394e-4	3.122e-4	0.03416279	0	0	0	0.0039887	3.132392e-4	1.238437e-4	0	0.07129162	9.851047e-6	0	0.00496643	0.0016764	9.393253e-4	0.0026859	1.205768e-4	0.004195299	7.756997e-4	1.606169e-6	0	0.001947379	0.0019807	0	6.032001e-4	0.009583799	0	0	0.004434592	0.004498099	0.07764922	0.0225382	0.001090472	7.167558e-4	1.942053e-4
s__Roseburia_intestinalis	0	7.169998e-5	0.3484325	0	5.004267e-6	0	0	0.2812239	0.00223219	0	0	0	0	0	0.0124021	0.3900122	0.0328391	0	0	0	0	0.002251793	6.002021e-6	0.01693767	0.007201798	0.205312	0.002409876	4.76e-4	0.02241476	0.07597712	1.991e-4	0	6.574428e-4	0	0	0.0015602	0	0.09746009	0	0	0.008034953	0.1919335	0.014596	8.975002e-4	0	0	0	0.01856348	7.210001e-5	0.0611718	0	0.002834142	2.612001e-4	6.690995e-5	2.203297e-4	0.03196711	0.007244719	0	0.003358299	9.819e-4	0	8.610828e-5	0	0	0	0.05912903	0.3774461	0	7.803661e-4	0	0	0	0	1.053e-4	0	0	0.0942034	0	0.0265531	0	0	0	0.0398746	0.5262309	0	0.02049832	0	0	0.003939439	0	0	0	0	7.326926e-5	0	0.005102308	0.003202101	0.0084047	0.02622525	0	0.01192072	6.006456e-4	3.675001e-4	0.02520755	0	0.01008378	0	0	0	0	0.03178556	1.682e-4	0	0	0	8.630002e-4	0.0301645	0	0.01244108	0	0.02246129	0.03482028	0.03027507	0.007584602	0.003026	0	0.272769	0	0	0	0	0	0.009626142	0.005817001	0	9.570223e-4	0	0	0	8.178998e-4	0.0032714	0.0390946	0	5.703e-4	0	0	2.326e-4	0	0.0018266	0.0410323	5.055564e-4	0	0	0	0	0.0688213	0.03997161	0	0.0224559	0	0	0.01078323	0	5.15866e-4	0.024545	0	6.764999e-4	0	0.1462959	1.237258e-4	0.003734	0.0046228	0	0.0793097	0.001677709	1.933878e-5	0.01473715	0.02004953	0	0	0.002577187	0	5.860565e-4	0	0	4.599999e-4	0	0	0.005703202	0.04047767	0	0	4.495185e-4	0	0	0.02027511	0.005642233	0	0	0	0.1377234	0.0565136	0.019115300000000002	0.0011321	0	0.02691744	0.0125522	0	5.676001e-4	0	0.007949899	0.05132336	0	0.001193781	0.007022292	0.002419142	0.0995348	1.21e-5	0	0.0269111	5.060998e-4	0	0.0387378	0.01676099	0.07278299	0	2.65e-4	0.008031248	0	0	0	0	0	0.00395434	0	0.0949104	0	0.001739344	2.325614e-4	0.001586711	6.229738e-5	6.460043e-5	0.008446165	0	0	4.581261e-4	0	2.057706e-5	8.778939e-4	0.01746627	0.006658849	0	3.92821e-4	0.08272497	0.002267499	0.02454235	0	0	4.605236e-4	0.01183218	0	0.0124454	0.001877876	0.001765551	0.003787954	0.009839301	9.310998e-4	0.02145927	0.008164303	0	4.13e-5	0	0	1.06e-4	0	0	0	0.009464948	2.219e-4	0	0	5.944245e-4	0	0	0.004672044	0.0376277	0	0	0	0	0	0	0	0.1665029	0.06274329	3.800915e-5	0.05989769	0.004648003	0.05071456	0.01916421
s__Roseburia_inulinivorans	0	0.02596769	2.777295e-4	0	0	5.619664e-4	5.636924e-4	0	0.002557449	0.03425574	0.00887433	0	0	0	0.0021864	0	0.0117407	0	0.0028029	7.217999e-4	0	0.001318706	8.458849e-4	0	0.006021698	0.04253001	0.001513299	0	0.001611633	0.004924701	0.0016919	0	2.491722e-4	0.0014607	0	0.0023019	0	0	0	0.005740643	0.002545247	0.0142952	0	3.478001e-4	0	0	0	0.001426251	0.009776901	0	0	0.001862808	4.090001e-5	0.00329489	0.01412177	4.205197e-4	0.006908784	0	6.653997e-4	2.363e-4	0	0.006926166	0.001945051	0	6.147273e-4	0.008022304	2.252173e-4	2.45545e-4	0.001752771	0	2.269999e-5	0	0	0.0018587	8.148617e-4	0	6.311e-4	0.0017943	0.0055286	0	8.278001e-4	0	0.0043025	0.00639317	0	0.02998669	0	0.0033951	0	0	0.002300917	0	5.87e-5	0	3.014e-4	0.04210699	3.387001e-4	2.777e-4	0.01297851	0	0.001594704	0.008557023	0	0.002570205	8.228999e-4	0.004314983	0.001712016	1.115e-4	0	2.736e-4	0.01094063	0.0023728	0	0.002080199	0.007235102	0.009626602	0.0288141	0	0.009307736	0	0.004647799	0	0.02001957	0.0115845	0.0125107	0	0.002092278	0.01769759	0.0022562	0	0.0010636	0.004007588	0.0058571990000000004	5.530001e-5	0	0.002735494	0.01647646	0.001208587	0.001598894	3.669999e-5	4.08e-4	0.006773899	0	6.393e-4	0.001130344	0.001118	0.0106515	7.514118e-4	0.0010571	0.0012989	9.101816e-4	6.955368e-4	0.007910448	3.354e-4	0	0.0052956	0.04745345	0	0.0046525	0	0	0.01566423	0	0	0	7.189623e-4	0	0	0.008621454	0.007937102	7.459e-4	0.0118315	0	0.0082817	0.006968458	0	8.268693e-4	0.00604489	0	6.160462e-5	0.002414271	3.937797e-4	1.461341e-4	6.872725e-4	0	4.404999e-4	0	0	0	3.425438e-4	0	0.001754136	0.002126036	0	0	0.003731176	2.233369e-4	0	0	0	0	0	0.0092321	0.03633151	0	6.230161e-4	0.0046164	0.002518994	5.298001e-4	0.0016952	0.0023	0.01578689	0	1.259929e-4	0.005806189	0.001352513	1.089224e-4	0	0.002228899	1.18e-4	0.002134299	0	0.001669	0.01658334	5.854999e-4	0.004895581	0.0031857	0.002519888	0.003029908	1.557e-4	1.581e-4	0.001073842	0	0.005329497	0	0.0099475	0	0.002646028	0.01584628	0.01496636	3.472148e-5	5.26262e-5	6.649577e-5	0	0.0018243	0.0024186	0	9.351468e-4	0.0028029	0.002112003	0.00599176	0	2.80015e-5	0.001035935	3.413999e-4	7.548897e-4	0	0	1.546094e-4	0.002717269	2.39e-5	0.0026497	8.12733e-4	0.003847316	0.001125001	0.0046355	0.0201976	0	0	0	0.0024932	0.002179854	0.004783184	0	0.01437159	0.02270385	0	0.004851627	4.634e-4	0.001010527	0.0015972	4.175214e-4	0.06684532	0.004129998	4.217197e-4	2.735e-4	0.01558233	5.073999e-4	0	6.200001e-5	0.0010674	0.001061933	9.870001e-5	0.04562022	7.829998e-5	4.644321e-4	0.0012706	0.001955179	0.02275682	0.009826504
