Pathway	G79887	G79888	G79890	G79893	G79899	G79902	G79904	G79906	G79907	G79908	G79910	G79911	G79914	G79915	G79916	G79917	G79919	G79924	G79926	G79931	G79933	G79935	G79936	G79937	G79938	G79940	G79941	G79946	G79947	G79951	G79953	G79955	G79956	G79960	G79961	G79962	G79963	G79965	G79968	G79971	G79975	G79976	G79979	G79980	G79981	G79983	G79985	G79987	G79988	G79994	G79995	G79996	G79998	G80000	G80001	G80003	G80004	G80005	G80008	G80011	G80020	G80022	G80024	G80030	G80036	G80041	G80043	G80046	G80049	G80050	G80053	G80054	G80055	G80058	G80065	G80066	G80067	G80068
PWY-5177: glutaryl-CoA degradation|unclassified	5.31059e-6	1.71069e-6	3.37723e-6	3.01394e-6	2.48587e-6	1.19316e-6	0	0	6.89524e-6	2.02747e-5	0	0	0	1.24029e-6	2.67637e-6	0	0	2.64763e-6	0	0	1.96654e-6	0	1.55326e-6	1.45666e-6	1.75286e-6	9.32579e-6	3.83103e-6	0	2.61916e-6	2.25517e-6	2.36431e-6	2.15843e-6	6.40466e-7	0	0	5.55594e-6	1.28951e-6	1.04485e-6	3.21005e-6	0	4.32505e-6	0	0	0	3.68899e-6	0	3.17752e-6	0	8.0791e-7	0	3.56631e-6	0	0	0	1.21899e-6	0	4.5199e-6	0	2.02997e-6	0	0	4.68405e-7	0	8.66772e-7	2.32651e-6	0	1.32683e-6	1.40981e-6	0	8.47408e-7	0	5.377e-6	6.36204e-7	3.68834e-6	3.62238e-6	1.67008e-6	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	5.49041e-5	1.69443e-4	2.44989e-5	9.39e-6	2.39854e-5	2.14387e-5	0	1.07425e-5	7.20338e-5	1.32706e-4	5.26161e-5	3.01261e-5	2.3182e-5	9.82083e-5	4.1715200000000003e-05	3.56404e-6	3.92733e-5	4.40698e-5	5.51813e-5	0	2.82415e-5	3.62311e-6	2.25988e-5	3.74173e-5	6.57783e-5	7.48707e-5	7.3925e-5	3.08138e-5	1.29048e-5	3.30502e-5	1.98012e-5	1.31386e-5	3.84989e-5	3.1017e-5	2.64135e-5	4.04604e-5	9.84557e-5	1.83827e-5	2.14408e-5	1.42762e-4	3.54396e-5	5.97505e-5	4.69628e-5	1.79424e-5	1.86334e-5	7.02274e-5	3.37575e-5	9.69946e-6	5.56451e-5	1.99868e-5	4.13133e-5	5.6889e-5	2.44307e-5	3.45276e-5	1.28563e-4	3.10267e-5	4.29866e-5	1.27554e-5	6.40894e-5	5.82842e-5	3.71893e-5	1.85648e-5	2.15604e-5	4.83325e-5	3.15183e-5	6.94981e-6	3.86258e-5	1.47757e-4	1.67156e-5	1.919e-5	2.5592e-5	6.49512e-5	6.25623e-5	2.51401e-5	1.2483e-4	3.78633e-5	4.97385e-5	3.55504e-5
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Akkermansia.s__Akkermansia_muciniphila	0	4.76963e-5	0	0	0	0	0	0	2.14477e-6	3.75576e-7	1.52017e-5	0	0	0	1.55684e-6	0	0	0	2.39003e-5	0	0	0	0	0	0	3.29976e-7	0	0	0	0	0	0	6.98979e-7	0	0	0	0	3.15508e-6	0	3.87423e-5	0	0	3.65723e-6	0	0	0	0	0	1.47846e-5	0	0	1.89746e-6	0	0	0	0	7.16772e-7	0	0	4.13518e-7	0	8.79073e-6	0	0	4.28049e-6	0	0	8.68906e-5	0	8.42353e-7	0	0	3.09339e-5	0	8.55108e-6	1.48503e-7	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerostipes.s__Anaerostipes_hadrus	3.68661e-6	1.36897e-6	0	0	0	0	0	0	0	1.38806e-6	0	0	0	0	2.0204e-6	0	0	0	0	0	0	0	0	0	0	8.97275e-7	5.79367e-7	0	1.36388e-6	4.27117e-6	0	0	0	0	0	0	0	0	2.65715e-7	2.39979e-6	0	0	6.86579e-7	0	0	0	3.75048e-7	0	0	0	0	0	0	0	2.0171e-7	0	0	0	0	1.2854e-6	2.6064e-7	0	0	0	0	0	0	0	0	0	0	0	0	4.42688e-7	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.17045e-7	0	0	1.20379e-6	1.72946e-7	0	9.28266e-7	0	0	3.98062e-7	0	0	1.55384e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2954e-7	0	0	9.71192e-8	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Bilophila.s__Bilophila_wadsworthia	4.95096e-6	0	0	0	0	0	0	0	2.07756e-6	0	4.32843e-6	0	0	0	3.42822e-6	0	0	0	0	0	0	0	0	1.02293e-6	0	0	0	1.019e-6	0	0	0	6.20658e-7	3.79248e-6	0	0	0	0	0	0	1.33317e-5	1.18804e-6	0	0	0	0	5.13498e-6	0	0	2.66411e-6	0	0	0	0	0	0	0	8.0253e-7	0	0	0	0	8.4603e-7	0	0	2.0587e-6	0	1.41394e-6	2.31154e-6	0	0	0	0	0	5.94515e-7	0	3.50692e-6	0	6.20972e-7
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Blautia.s__Ruminococcus_obeum	8.26837e-7	0	0	0	0	3.39372e-7	0	0	0	2.44753e-6	0	0	0	0	0	0	0	7.45437e-7	0	0	0	0	0	0	0	3.311e-6	7.56759e-6	0	1.50844e-6	0	1.43478e-6	1.04024e-6	0	0	0	0	0	0	0	0	3.57048e-7	0	0	0	4.58403e-6	0	3.31863e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09457e-7	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	0	0	0	1.06758e-6	0	0	0	4.85679e-6	0	0	0	0	5.69463e-6	0	0	0	0	0	0	2.18179e-7	0	0	0	1.23401e-6	0	0	0	0	0	0	0	8.75904e-7	0	4.36643e-7	0	0	2.1962e-6	0	1.14053e-5	7.63183e-7	0	0	0	0	2.69169e-6	0	0	6.40024e-6	0	3.35666e-6	5.7351e-6	0	0	0	0	0	5.07106e-7	3.82832e-6	1.80732e-6	6.04877e-7	8.67675e-7	0	6.9009e-7	2.40845e-6	0	7.50353e-7	4.0295e-6	0	0	0	3.21525e-6	1.29499e-6	0	0	1.53036e-6	2.59656e-6	4.58362e-6
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Campylobacter.s__Campylobacter_gracilis	0	7.22712e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Campylobacter.s__Campylobacter_upsaliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.401e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	5.55244e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00715e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Clostridium.s__Clostridium_asparagiforme	0	2.23267e-6	0	0	0	0	0	0	0	8.37348e-7	0	0	5.56899e-7	0	0	0	0	0	0	0	0	0	0	0	0	3.87476e-7	0	2.99549e-7	2.38649e-7	0	0	0	2.68507e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67071e-7	0	6.32313e-7	3.17286e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	3.70237e-7	0	0	0	0	0	1.62977e-7	0	0	0	0	0	3.4458e-7	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05574e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Clostridium.s__Clostridium_sp_ATCC_BAA_442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25042e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44897e-6	0	0	0	0	0	0	0	0	5.37792e-6	0	0	0	0	0	0	0	0	0	8.73544e-6	0	0	0	0	0	0	0	0	1.81117e-6	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Clostridium.s__Clostridium_sp_KLE_1755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93417e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7411e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Coprococcus.s__Coprococcus_eutactus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57757e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37487e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77804e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Desulfovibrio.s__Desulfovibrio_piger	2.12044e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Dialister.s__Dialister_invisus	4.04273e-6	2.72082e-5	3.31641e-6	0	1.08834e-6	3.69102e-7	0	0	1.29989e-5	4.4974e-6	7.44839e-6	1.15896e-6	9.96526e-6	8.04172e-6	0	0	0	1.04125e-5	8.81251e-6	0	5.05474e-6	0	1.37736e-6	7.39761e-7	7.95576e-7	4.88174e-6	0	7.87871e-6	0	0	0	0	0	0	2.62826e-6	3.17512e-6	2.05823e-5	1.50282e-6	0	1.96556e-7	4.66045e-6	0	1.44454e-6	2.56027e-6	0	7.20848e-6	0	3.47946e-6	0	2.33825e-6	3.11813e-6	3.01903e-5	9.43435e-6	0	2.9685e-6	0	5.47879e-6	3.55371e-6	0	2.82403e-5	1.91678e-6	4.43036e-7	2.86399e-6	2.66468e-6	8.25008e-6	0	0	2.90652e-7	0	2.91724e-6	0	5.14297e-6	9.24632e-6	0	6.47038e-6	0	1.74502e-5	1.048e-5
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Eikenella.s__Eikenella_corrodens	0	0	0	0	0	0	0	0	0	0	3.13421e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	9.64309e-7	0	0	0	0	0	0	0	3.41883e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33823e-7	0	0	0	0	2.43216e-7	8.46992e-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60012e-7	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_5_2_54FAA	0	1.65936e-6	0	0	0	0	0	0	0	3.2255e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.49816e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Escherichia.s__Escherichia_coli	0	1.92369e-6	0	0	0	0	0	1.17774e-6	0	3.0669e-6	2.96202e-6	0	0	7.92401e-6	4.01052e-7	0	0	1.03082e-6	0	0	0	0	1.45656e-7	1.10895e-6	8.22227e-7	7.47257e-7	1.39815e-6	9.63847e-6	0	0	0	0	2.35708e-6	0	4.41716e-7	0	1.04229e-5	0	0	0	0	3.02175e-5	1.24149e-5	0	0	1.55577e-5	0	0	0	4.78494e-6	3.47505e-6	0	0	7.80575e-6	0	0	0	1.11805e-6	0	2.63535e-6	3.13349e-6	0	6.18626e-7	3.23351e-7	0	0	2.46408e-5	0	2.412e-6	4.31885e-6	3.8829e-6	8.39945e-7	1.30079e-7	0	5.60648e-7	2.08248e-5	0	1.23319e-6
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Eubacterium.s__Eubacterium_sp_3_1_31	0	0	0	0	0	0	0	0	0	8.39224e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04882e-6	0	0	0	0	0	0	0	0	0	0	3.29555e-6	0	0	0	0	0	0	0	6.37774e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60571e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Flavonifractor.s__Flavonifractor_plautii	4.48971e-7	5.86199e-6	4.51023e-7	0	0	0	0	0	0	2.18072e-5	0	0	1.77641e-6	9.39408e-6	0	0	0	1.08515e-7	3.84621e-6	0	1.59702e-6	0	1.53546e-6	0	6.69534e-6	1.2579e-5	5.92424e-7	1.25301e-6	2.17013e-6	3.46554e-7	1.36685e-6	0	0	0	0	6.54793e-6	1.25653e-5	0	0	1.42583e-6	0	0	1.25646e-6	3.10081e-7	3.75791e-7	1.56432e-6	0	0	1.40531e-6	0	2.14615e-6	0	0	0	2.38084e-6	0	3.81146e-6	0	4.2942e-6	4.7129e-7	0	0	2.85832e-7	2.80128e-6	0	0	0	7.56573e-7	8.76873e-7	1.55351e-6	0	2.77827e-7	2.06765e-7	0	4.17229e-6	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Fusobacterium.s__Fusobacterium_gonidiaformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.21633e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Fusobacterium.s__Fusobacterium_nucleatum	0	4.38489e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Fusobacterium.s__Fusobacterium_ulcerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41277e-5	5.4842e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	1.31888e-6	2.35602e-6	0	0	0	1.88419e-6	1.49249e-6	0	0	0	3.76932e-6	0	0	0	3.15559e-7	0	0	1.4895e-7	0	0	2.1909e-6	9.99419e-7	7.13809e-7	2.35872e-6	0	0	6.03754e-7	5.94535e-7	0	0	1.54117e-6	1.65972e-6	2.6329e-6	0	0	1.44366e-6	0	2.61118e-6	0	0	0	0	0	0	0	0	0	4.59328e-7	0	0	1.69562e-6	1.565e-5	1.0387e-6	1.59904e-7	0	0	0	1.65301e-6	0	5.12492e-7	0	0	0	0	0	0	0	0	3.84019e-6	0	0	5.60844e-7	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	1.01167e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	8.46927e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79095e-7	0	0	0	0	1.13871e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	0	0	0	0	0	0	0	0	1.93853e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.81991e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6489e-7	1.8003e-7	1.59064e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	2.27639e-6	0	2.36842e-7	8.21289e-7	4.20619e-7	0	0	0	1.83135e-6	0	9.72308e-7	0	0	1.30737e-6	0	0	9.84127e-7	0	0	0	0	0	0	0	1.29431e-6	5.34852e-7	1.23986e-6	1.10131e-6	4.9036e-6	6.29958e-7	0	0	0	9.26272e-7	0	0	0	0	2.71869e-6	0	0	4.97808e-7	0	0	0	7.73841e-7	0	0	0	0	0	0	0	1.77965e-7	0	0	1.27368e-6	0	1.38613e-6	3.15918e-7	0	3.38147e-6	2.29061e-6	0	0	0	3.1925e-7	0	0	0	0	7.93651e-7	2.6979e-7	4.00822e-7	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA	9.49179e-7	0	1.48752e-6	0	0	0	0	0	2.03633e-7	0	9.30439e-7	0	0	0	3.5171e-6	0	0	3.62592e-7	2.78033e-6	0	1.13604e-6	0	3.55064e-6	0	0	0	0	8.01979e-7	0	0	0	1.33082e-6	0	0	0	0	0	0	0	5.16577e-6	0	0	7.1573e-7	1.65283e-6	1.73471e-6	1.29081e-6	0	0	4.99804e-6	0	2.19057e-6	0	0	0	0	0	0	0	7.88566e-6	4.00197e-7	3.45013e-7	0	1.26503e-6	0	0	0	0	2.14855e-6	0	1.58933e-6	0	0	3.25736e-7	2.22703e-7	3.1682e-6	0	0	3.8818e-7
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Megamonas.s__Megamonas_funiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.91326e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.68177e-7	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Megamonas.s__Megamonas_rupellensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.33764e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.28876e-7	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.73388e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56834e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	1.04961e-6	6.82909e-7	0	0	0	4.31141e-6	0	2.1201e-6	0	0	4.98046e-6	0	0	0	5.46472e-6	0	0	1.93159e-7	0	0	0	4.79502e-7	0	0	3.58978e-7	0	1.10258e-6	0	0	1.02782e-6	0	2.06103e-7	0	0	2.02634e-6	4.80912e-7	1.16647e-5	0	0	0	0	0	2.20284e-6	7.24032e-7	0	0	0	3.82265e-6	0	2.38936e-6	0	0	0	0	5.85777e-7	4.2503e-6	0	7.76936e-7	3.20837e-7	1.57539e-6	5.59829e-7	2.94444e-6	0	6.93416e-7	4.60362e-6	0	0	0	2.67435e-6	0	0	0	1.4297e-6	1.82768e-6	4.96289e-6
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	0	5.91878e-7	0	0	0	0	0	0	0	5.83382e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39616e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49211e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Proteus.s__Proteus_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	6.30155e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Proteus.s__Proteus_penneri	0	0	0	0	0	0	0	0	0	9.98072e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Pseudomonas.s__Pseudomonas_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35117e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04573e-6	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Ruminococcus.s__Ruminococcus_bromii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84183e-6	1.94146e-6	0	0	0	0	1.30633e-6	0	0	0	0	0	0	1.96e-6	7.28669e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77973e-6	0	0	1.07315e-6	8.16208e-7	6.36687e-7	0	0	0	6.3814e-7	9.34764e-7	0	1.72009e-6	2.58246e-7	3.06568e-7	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	0	0	0	0	0	0	0	0	0	8.1208e-6	0	0	0	0	2.19482e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64618e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52131e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Sutterella.s__Sutterella_wadsworthensis	1.27051e-5	0	0	0	0	9.34926e-6	0	0	0	0	0	1.13277e-5	0	5.04606e-7	0	0	2.04333e-5	0	0	0	3.76066e-6	0	4.46959e-6	0	7.63478e-6	0	3.48946e-5	0	0	4.73087e-6	0	0	0	1.24503e-5	3.26973e-6	0	0	0	5.79207e-6	0	0	1.71774e-6	0	4.68822e-6	0	0	3.83915e-6	0	0	0	0	0	0	0	1.11567e-5	1.79673e-5	0	0	0	0	0	0	0	1.49054e-5	0	0	0	0	0	0	1.10037e-5	0	0	0	1.62544e-5	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Veillonella.s__Veillonella_atypica	0	0	0	0	1.57421e-6	0	0	2.57106e-6	0	0	0	0	0	1.08165e-6	0	0	0	0	0	0	6.7966e-7	0	0	2.51924e-7	0	0	0	0	0	0	0	0	0	0	1.72148e-7	0	0	0	0	0	2.10291e-7	0	0	0	0	0	0	0	0	0	2.80587e-7	0	0	8.34899e-7	1.24281e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Veillonella.s__Veillonella_dispar	0	7.31048e-7	0	1.12333e-6	1.75479e-6	0	0	0	1.52019e-7	0	0	0	0	2.36229e-6	0	0	0	0	0	0	0	0	0	0	0	2.18216e-7	0	0	0	0	2.49224e-7	0	0	0	4.02062e-7	0	0	0	2.59777e-7	0	0	0	0	0	0	4.94824e-7	0	0	0	0	3.84725e-7	0	0	1.26233e-6	5.05214e-6	0	0	0	0	0	6.36223e-7	0	3.21088e-7	0	0	0	0	0	0	0	0	1.02182e-6	0	0	5.78791e-7	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Veillonella.s__Veillonella_parvula	1.18261e-7	1.90917e-6	0	5.84138e-7	1.09251e-6	0	0	0	0	2.39605e-6	0	0	0	1.54419e-5	0	2.31514e-6	0	4.67493e-7	0	0	0	8.48734e-7	0	9.52863e-6	1.1523e-6	0	0	0	0	0	8.34236e-6	0	0	0	7.95639e-7	0	8.03835e-6	0	0	0	5.32531e-7	0	0	0	0	0	0	0	0	0	1.85787e-6	0	0	7.30563e-6	4.73044e-6	0	0	0	0	0	1.07184e-6	0	2.31325e-7	0	0	0	0	0	0	0	0	4.97201e-7	0	0	3.82968e-6	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Veillonella.s__Veillonella_ratti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.60629e-7	0	0	0
