pwy_species	G89286	G89287	G89288	G89290	G89292	G89293	G89294	G89295	G89296	G89297	G89299	G89300	G89301	G89302	G89303	G89304	G89305	G89307	G89308	G89309	G89311	G89312	G89313	G89314	G89315	G89316	G89317	G89320	G89321	G89322	G89323	G89324	G89325	G89328	G89329	G89330	G89331	G89332	G89333	G89334	G89335	G89336	G89338	G89339	G89340	G89341	G89343	G89344	G89345	G89347	G89348	G89349	G89350	G89351	G89352	G89353	G89354	G89355	G89356	G89358	G89360	G89361	G89362	G89363	G89364	G89365	G89366	G89368	G89369	G89370	G89372	G89373	G89374	G89375	G89378	G89379	G89380	G89381
PWY-6703: preQ0 biosynthesis|g__Acidaminococcus.s__Acidaminococcus_fermentans	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	0.808046	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	1.06112	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	4.1642	0.333089	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.316732	1.33009	0.0506839	0.848384	3.12775	7.25833	0.330483	0.0598922	1.38907	1.84021	0.142459	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	0.382069	3.8584	0.447545	10.2644	1.61959	0.380727	1.66567	0.0421813	1.66519	1.05335	0.0583887	0.543519	7.57838	3.09979	223.401	0.424276	0.211672	20.594	2.91694	0.198556	3.29766	1.86767	5.92505	4.30291	0.416897	37.0002	3.45771	3.94302	26.8013	0.07795	0.392512	8.05732	0.266027	33.8507	8.12572	0.0184567	104.23	98.4225	0.979675	17.5044	0.0410743	7.64484	0.0260634	1.70795	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Alistipes.s__Alistipes_putredinis	0.129998	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	0.10367	0.624881	2.0735	0.0334753	0.725091	0.447545	10.2644	1.61959	1.45392	0.079171	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	4.40166	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	0.724096	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	0.0385766	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	0.0615455	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	0.0525836	0.53107	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	0.209436	4.738	0.848384	3.12775	7.25833	0.217664	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	0.3647	0.164021	2.16169	0.479292	0.0375222	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	0.140232	0.0827513	1.66519	1.05335	0.389227	0.543519	7.57838	3.09979	13.6941	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	1.81309	0.498834	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	1.72797	1.00391	12.5526	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_caccae	0.02926	15.6743	0.00381853	0.639902	5.5309	0.0110186	0.0916228	0.251503	0.0810562	6.92402	4.738	0.0684377	3.12775	7.25833	0.0346345	0.0598922	0.0890807	1.84021	0.113553	0.0151271	0.0309155	0.443659	0.0157418	0.0268006	5.8039	7.7972	0.837649	2.16169	14.0307	0.0139153	0.624881	2.0735	5.67789	0.080736	0.447545	10.2644	1.61959	0.0195545	0.0158472	0.0416973	0.0145387	0.123753	0.00419583	0.0134054	7.57838	0.03916	2.3443	0.424276	0.242162	20.594	0.0105515	0.0163963	3.29766	1.86767	54.0945	0.433189	4.88524	37.0002	3.45771	0.19293	0.0120752	0.402353	0.392512	8.05732	0.234077	33.8507	8.12572	0.170166	104.23	2.52908	0.114083	0.13135	0.0986824	0.0945269	4.63915	12.5526	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus	0.00778891	15.6743	0.0322985	0.639902	5.5309	0.189205	0.0916228	0.251503	0.506072	6.92402	4.738	0.0730294	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	0.00732554	0.013098	5.8039	7.7972	4.02008	2.16169	2.72409	0.595711	0.624881	2.0735	5.67789	0.839345	0.447545	10.2644	1.61959	0.0404894	1.66567	0.336636	0.0514373	1.05335	1.59171	0.00628261	7.57838	3.09979	223.401	0.424276	0.480616	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	0.0896123	0.392512	8.05732	1.17411	33.8507	8.12572	21.0633	104.23	267.695	0.519995	17.5044	22.3415	0.104051	4.63915	0.841525	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_clarus	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.2669	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	0.740694	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	0.269122	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_dorei	0.0682129	15.6743	0.166843	0.639902	5.5309	0.0417117	0.0916228	0.251503	0.751389	6.92402	0.584164	0.137256	2.53769	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	0.237378	0.443659	3.1777	0.0433549	5.8039	0.0579474	4.02008	0.163384	0.0318302	0.138012	4.24752	0.0264938	5.67789	0.23706	0.447545	0.0104747	1.61959	1.45392	1.66567	6.26221	0.160912	0.979178	0.00198394	0.543519	0.489033	0.0414855	30.2878	0.424276	35.9623	20.594	0.622532	0.136975	3.29766	1.4935	54.0945	0.376972	0.00492118	37.0002	7.5901e-4	4.79436	0.0253978	1.94723	0.392512	8.05732	17.4164	0.275653	8.12572	2.2759	104.23	267.695	3.85147	25.8261	4.18715	7.64484	4.63915	12.5526	31.494	1.91918
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_eggerthii	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	0.654709	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	0.198104	0.624881	2.0735	5.67789	3.8584	0.447545	0.0897573	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	0.00990117	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	0.0129424	37.0002	3.45771	4.30506	0.0190364	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	0.0203356	0.12524	7.64484	4.63915	12.5526	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_faecis	0.464946	15.6743	0.0125843	0.271209	0.025145	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	0.0240638	6.55828	0.0151271	1.83461	0.443659	0.032132	5.13677	5.8039	7.7972	4.02008	0.264544	14.0307	0.0976124	0.624881	2.0735	0.0227943	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.0527563	7.57838	3.09979	20.5713	0.424276	2.74747	20.594	2.91694	1.06809	0.0311348	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.326708	8.05732	17.4164	33.8507	0.0243666	2.31515	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	0.0243103	0.470551	12.5652
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	0.200597	15.6743	0.0102586	0.639902	5.5309	0.027823	0.0916228	0.251503	0.751389	6.92402	4.738	0.0640785	0.0147943	0.0446058	2.35796	0.0598922	0.0488278	1.84021	0.0144081	0.0151271	1.83461	0.443659	0.303503	0.00701613	0.317891	7.7972	0.0623392	0.00864561	0.253683	0.148406	0.624881	2.0735	5.67789	0.207235	0.0168921	10.2644	1.61959	1.45392	0.0304943	0.356297	0.0589973	1.05335	0.185656	0.00264622	7.57838	3.09979	3.80489	0.0149105	35.9623	0.0329796	0.0632333	1.06809	3.29766	1.86767	0.0376429	0.285418	4.88524	1.90565	3.45771	26.8447	0.0589568	7.92288	0.392512	0.205855	4.44416	33.8507	8.12572	21.0633	0.0778033	1.48395	0.279758	17.5044	22.3415	0.203839	0.279406	12.5526	31.494	0.0375012
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.348634	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.00427858	0.0499565	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	0.0301144	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	0.0178284	0.392512	8.05732	0.0242634	33.8507	8.12572	4.24528	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	0.0790632	15.6743	0.156182	0.466192	0.821174	0.0490571	0.0916228	0.251503	0.481753	6.92402	0.1695	0.848384	3.12775	7.25833	0.00955111	0.0598922	0.215736	0.229013	6.55828	0.0151271	0.109289	0.0391482	0.0384496	0.0514447	5.8039	7.7972	0.555457	2.16169	0.128147	0.0214309	0.285889	0.0100695	5.67789	0.264638	0.447545	10.2644	1.61959	0.029086	0.015739	0.0727925	1.66519	1.05335	1.59171	0.10214	0.0321159	0.0435285	1.7607	0.424276	0.149284	20.594	0.00484057	0.0128195	0.177372	0.0371206	54.0945	4.30291	4.88524	37.0002	3.45771	0.0700679	0.0197436	0.0900109	0.00298704	8.05732	0.703739	0.0298357	8.12572	0.209921	104.23	267.695	0.161242	0.394682	0.0278529	0.0579125	4.63915	12.5526	2.92385	12.5652
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_plebeius	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	0.0388955	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	0.0134386	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	1.45687	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_salyersiae	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	0.0287011	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	0.0958273	0.624881	0.0231356	5.67789	3.8584	0.447545	10.2644	1.61959	0.0264953	0.013453	6.26221	1.66519	1.05335	1.59171	0.543519	0.126189	3.09979	1.21896	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	0.333434	0.392512	8.05732	0.460549	1.1028	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	0.0642677	4.63915	12.5526	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_sp_1_1_6	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	0.128801	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_sp_2_1_22	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	0.0786134	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	0.325665	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.0691931	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_sp_3_2_5	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	0.0309345	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	0.493373	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.167186	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	0.0920902	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_sp_4_3_47FAA	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.337842	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	0.336001	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	0.0486995	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	0.823421	0.392512	8.05732	0.0445171	33.8507	8.12572	0.0364614	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_sp_9_1_42FAA	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	0.00830957	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_stercoris	4.1642	15.6743	0.0304535	0.639902	5.5309	1.00743	0.0916228	0.251503	0.0103281	6.92402	0.397778	0.848384	3.12775	7.25833	0.0317129	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.0669424	0.0849324	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	0.173299	0.624881	2.0735	0.0162137	3.8584	0.447545	10.2644	1.61959	0.00853903	0.309327	0.00827751	0.0485812	1.05335	1.59171	2.21602e-4	7.57838	0.565012	0.419112	0.424276	0.020215	20.594	0.132645	0.0424281	3.29766	0.0143036	54.0945	4.30291	4.88524	37.0002	3.45771	0.160858	0.0965586	2.71587	212.582	8.05732	17.4164	33.8507	0.0149887	0.0297358	104.23	267.695	3.85147	0.208089	0.423976	0.00850996	4.63915	0.0232107	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.04665	6.92402	0.21286	0.0254392	0.0952247	7.25833	0.0285878	0.0598922	0.0846406	1.84021	0.0868909	0.0151271	0.00665865	0.443659	3.1777	0.0158603	5.8039	7.7972	4.02008	2.16169	0.0541417	0.591815	0.624881	0.0109551	0.0686814	0.228498	0.447545	10.2644	1.61959	0.0573943	0.270928	6.26221	0.110394	1.05335	0.0124511	0.543519	0.147889	7.88162	223.401	0.424276	35.9623	0.0398518	2.91694	1.10258	3.29766	15.6168	54.0945	0.736952	0.876481	37.0002	3.45771	0.105273	0.0443443	0.193591	17.8931	8.05732	0.518709	0.18551	0.0262849	21.0633	0.249497	0.474218	5.86407	1.12538	0.0424439	0.284717	4.63915	0.121531	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.00772394	15.6743	0.166843	0.639902	5.5309	0.049792	0.0916228	0.016507	0.731036	6.92402	0.012468	0.16809	3.12775	0.0234231	0.00329202	0.660886	0.275643	1.84021	0.0069954	0.0151271	0.00317272	0.00307733	3.1777	5.13677	0.226614	7.7972	0.0773197	0.0250699	0.00975653	0.00976565	0.0485438	0.00120885	0.0273437	0.0146604	0.236006	0.012881	0.0126021	0.00738902	0.012364	0.00534867	1.66519	0.320106	0.00284059	0.543519	0.00713495	0.01186	1.66184	0.00297328	0.0166052	20.594	0.792525	0.0489249	3.29766	0.176803	54.0945	0.0233094	0.00352134	3.26785	3.45771	0.65881	0.0063014	0.0172348	31.8731	0.14971	0.0822154	0.0156992	0.0123982	0.206612	104.23	0.161345	0.0188762	0.0219302	0.0140826	0.00660462	4.63915	0.0265233	31.494	0.113723
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.212117	15.6743	0.0130197	0.335215	0.0510451	0.363361	0.641852	0.576055	0.340679	6.92402	1.75474	0.0203176	2.33943	0.205289	0.076254	0.65713	1.7396	0.064633	0.276316	0.055515	0.109901	0.357926	3.1777	0.00586831	0.111293	0.0670607	0.144143	0.0279458	0.00400312	0.44238	0.565368	2.0735	5.67789	0.332605	0.245095	0.00635127	1.61959	0.125781	0.402958	0.00474522	0.021379	3.53053	0.197322	0.543519	7.57838	0.00315513	0.0665501	0.544824	0.0467579	0.00944633	2.91694	0.351893	0.00753784	6.59897	54.0945	0.714203	0.00963341	0.362693	13.3708	0.0394305	0.00426682	0.830235	0.139803	0.0117248	0.0470752	33.8507	1.01827	0.0292865	0.417486	0.186124	0.800288	0.0160853	11.3854	0.00371195	4.63915	0.771157	0.100046	0.00856386
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0.915901	15.6743	0.0518145	0.14514	0.275795	0.14846	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	0.0173072	7.25833	2.35796	0.0829342	0.222556	0.168453	6.55828	0.0151271	1.83461	0.00804504	0.0406483	0.0339432	5.8039	7.7972	4.02008	2.16169	2.16806	0.214815	0.415879	2.0735	5.67789	0.225714	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	0.411848	1.05335	1.59171	0.118441	7.57838	3.09979	19.581	0.00675832	35.9623	0.0784648	2.91694	1.06809	0.145411	1.86767	54.0945	4.30291	4.88524	1.67545	3.45771	26.8447	4.19518	9.05155	0.00388844	8.05732	17.4164	33.8507	8.12572	4.02193	0.346342	267.695	3.85147	1.85579	22.3415	0.0561512	4.63915	12.5526	2.84607	12.5652
PWY-6703: preQ0 biosynthesis|g__Barnesiella.s__Barnesiella_intestinihominis	4.1642	15.6743	0.166843	0.639902	5.5309	0.0271213	0.0916228	0.251503	0.0196681	6.92402	4.738	0.0647227	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	0.017228	0.624881	2.0735	5.67789	0.339052	0.447545	10.2644	1.61959	0.00642682	0.0129898	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	0.307286	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	0.118476	4.88524	37.0002	3.45771	26.8447	4.19518	0.038919	0.392512	8.05732	0.0549893	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	0.0532097	4.63915	12.5526	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Bilophila.s__Bilophila_wadsworthia	0.0550962	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	1.10069	6.92402	0.255081	0.848384	3.12775	7.25833	0.135165	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	0.159331	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	0.0894791	0.130678	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	0.0209415	0.166291	1.05335	1.59171	0.543519	7.57838	0.032874	223.401	0.424276	1.5249	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	0.375912	37.0002	3.45771	26.8447	4.19518	1.07253	0.392512	8.05732	0.554023	4.78993	0.409503	0.965917	104.23	267.695	3.85147	17.5044	22.3415	0.278791	4.63915	0.144496	31.494	0.946829
PWY-6703: preQ0 biosynthesis|g__Blautia.s__Ruminococcus_torques	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.115764	6.92402	4.738	0.848384	3.12775	1.56271	0.181761	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	0.484332	5.8039	7.7972	0.357896	0.0839911	14.0307	0.149283	0.624881	2.0735	5.67789	3.8584	0.093509	10.2644	1.61959	0.172894	0.160126	6.26221	0.225402	1.05335	1.59171	0.543519	7.57838	3.09979	21.1069	0.424276	35.9623	20.594	2.91694	0.14889	3.29766	1.86767	54.0945	4.30291	4.88524	3.20982	3.45771	26.8447	0.0650947	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	66.2512	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Campylobacter.s__Campylobacter_gracilis	4.1642	3.54947	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	0.539663	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Campylobacter.s__Campylobacter_upsaliensis	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	6.92402	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	0.220529	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
PWY-6703: preQ0 biosynthesis|g__Citrobacter.s__Citrobacter_freundii	4.1642	15.6743	0.166843	0.639902	5.5309	1.00743	0.0916228	0.251503	0.751389	1.14133	4.738	0.848384	3.12775	7.25833	2.35796	0.0598922	1.38907	1.84021	6.55828	0.0151271	1.83461	0.443659	3.1777	5.13677	5.8039	7.7972	4.02008	2.16169	14.0307	2.33625	0.624881	2.0735	5.67789	3.8584	0.447545	10.2644	1.61959	1.45392	1.66567	6.26221	1.66519	1.05335	1.59171	0.543519	7.57838	3.09979	223.401	0.424276	35.9623	20.594	2.91694	1.06809	3.29766	1.86767	54.0945	4.30291	4.88524	37.0002	3.45771	26.8447	4.19518	9.05155	0.392512	8.05732	17.4164	33.8507	8.12572	21.0633	104.23	267.695	3.85147	17.5044	22.3415	7.64484	4.63915	12.5526	31.494	12.5652
